id,video_path
19,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/LONGESTYARD_kick_f_cm_np1_ri_med_16.avi
20,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__bruce_lee_v_s_japanese_kick_f_cm_np1_le_bad_17.avi
21,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/The_Matrix_5_kick_f_cm_np1_fr_med_6.avi
22,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__bruce_lee_v_s_japanese_kick_f_cm_np1_le_bad_13.avi
23,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/THE_PROTECTOR_kick_f_cm_np1_ba_med_72.avi
24,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__bruce_lee_v_s_japanese_kick_f_cm_np1_ri_bad_7.avi
25,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/jonhs_netfreemovies_holygrail_kick_f_nm_np1_ri_med_10.avi
26,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/Veoh_Alpha_Dog_1_kick_f_nm_np1_ri_med_37.avi
27,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/American_History_X_kick_l_cm_np1_le_med_33.avi
28,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/TheBoondockSaints_kick_f_cm_np1_fr_med_123.avi
29,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/The_Matrix_5_kick_u_nm_np1_fr_bad_14.avi
30,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/THE_PROTECTOR_kick_u_cm_np1_ba_bad_25.avi
31,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/jonhs_netfreemovies_holygrail_kick_f_nm_np1_ri_med_11.avi
32,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__bruce_lee_v_s_japanese_kick_f_cm_np1_ri_bad_6.avi
33,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__bruce_lee_v_s_japanese_kick_f_cm_np1_ri_bad_12.avi
34,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Baddest_Fight_Scenes_EVER!_-_Kickboxer_-_Part_1_of_2_kick_u_cm_np1_ba_med_8.avi
35,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Baddest_Fight_Scenes_EVER!_-_Kickboxer_-_Part_1_of_2_kick_u_cm_np1_ri_med_9.avi
36,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/THE_PROTECTOR_kick_f_nm_np1_fr_med_3.avi
37,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/TheBoondockSaints_kick_u_nm_np1_fr_bad_122.avi
38,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__bruce_lee_v_s_japanese_kick_f_cm_np1_le_bad_11.avi
39,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__bruce_lee_v_s_japanese_kick_f_cm_np1_ba_bad_10.avi
40,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/Two_Towers_6_kick_f_cm_np1_ba_bad_7.avi
41,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Best_CHUCK_NORRIS_kick_to_the_nuts!_kick_f_cm_np1_ba_med_3.avi
42,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Best_fight_scene_of_all_time_kick_f_cm_np1_le_bad_9.avi
43,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Best_fight_scene_of_all_time_kick_f_cm_np1_le_bad_8.avi
44,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Best_CHUCK_NORRIS_kick_to_the_nuts!_kick_f_cm_np1_ba_med_2.avi
45,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/The_Matrix_6_kick_f_nm_np1_fr_med_6.avi
46,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/THE_PROTECTOR_kick_f_nm_np1_ba_bad_17.avi
47,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/THE_PROTECTOR_kick_f_cm_np1_ri_med_66.avi
48,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/The_Matrix_5_kick_f_cm_np1_fr_med_19.avi
49,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Baddest_Fight_Scenes_EVER!_-_Kickboxer_-_Part_1_of_2_kick_f_cm_np1_fr_med_0.avi
50,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Best_fight_scene_of_all_time_kick_f_cm_np1_ri_bad_15.avi
51,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/THE_PROTECTOR_kick_f_nm_np2_fr_bad_78.avi
52,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/THE_PROTECTOR_kick_f_nm_np1_fr_med_68.avi
53,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/THE_PROTECTOR_kick_f_nm_np1_ba_med_9.avi
54,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/Veoh_Alpha_Dog_1_kick_f_nm_np1_ri_med_50.avi
55,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Best_fight_scene_of_all_time_kick_f_cm_np1_fr_bad_5.avi
56,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/RushHour2_kick_l_cm_np1_le_med_2.avi
57,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/KUNG_FU_HUSTLE_kick_f_cm_np1_fr_med_44.avi
58,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Bruce_Lee_sidekick_kick_f_nm_np1_ri_med_0.avi
59,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/The_Matrix_5_kick_f_cm_np1_le_med_13.avi
60,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/The_Matrix_3_kick_f_cm_np1_fr_med_5.avi
61,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/The_Matrix_Revolutions_6_kick_f_nm_np1_ri_med_4.avi
62,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/KUNG_FU_HUSTLE_kick_f_cm_np1_fr_med_45.avi
63,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__bruce_lee_v_s_japanese_kick_f_cm_np1_ba_bad_15.avi
64,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/KUNG_FU_HUSTLE_kick_u_cm_np1_fr_med_11.avi
65,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/THE_PROTECTOR_kick_f_cm_np1_fr_bad_53.avi
66,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/THE_PROTECTOR_kick_f_cm_np1_fr_med_52.avi
67,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/The_Matrix_3_kick_f_nm_np1_le_med_1.avi
68,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Baddest_Fight_Scenes_EVER!_-_Kickboxer_-_Part_1_of_2_kick_u_cm_np1_ri_med_12.avi
69,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__bruce_lee_v_s_japanese_kick_f_cm_np1_ba_bad_14.avi
70,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/THE_PROTECTOR_kick_f_cm_np1_ba_bad_37.avi
71,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Best_fight_scene_of_all_time_kick_f_cm_np1_le_bad_0.avi
72,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/THE_PROTECTOR_kick_f_nm_np1_ba_bad_22.avi
73,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/FOOT_2009_(REMI_GAILLARD)_kick_f_cm_np1_ba_med_5.avi
74,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Best_fight_scene_of_all_time_kick_f_cm_np1_fr_bad_10.avi
75,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/KUNG_FU_HUSTLE_kick_u_cm_np1_le_med_12.avi
76,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/THE_PROTECTOR_kick_f_cm_np1_ri_med_45.avi
77,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/THE_PROTECTOR_kick_f_cm_np2_ri_med_81.avi
78,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/The_Matrix_Revolutions_6_kick_f_cm_np1_ri_med_0.avi
79,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__bruce_lee_v_s_japanese_kick_u_cm_np1_fr_bad_5.avi
80,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/THE_PROTECTOR_kick_f_cm_np1_fr_med_48.avi
81,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__bruce_lee_v_s_japanese_kick_u_cm_np1_le_bad_16.avi
82,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/THE_PROTECTOR_kick_f_cm_np1_ri_med_46.avi
83,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/The_Matrix_3_kick_f_nm_np1_fr_med_0.avi
84,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Best_fight_scene_of_all_time_kick_f_cm_np1_le_bad_6.avi
85,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/THE_PROTECTOR_kick_f_nm_np1_ba_med_5.avi
86,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Bruce_Lee_sidekick_kick_f_cm_np1_ri_med_1.avi
87,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/THE_PROTECTOR_kick_f_nm_np1_ba_med_19.avi
88,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/THE_PROTECTOR_kick_f_cm_np1_le_med_43.avi
89,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/KUNG_FU_HUSTLE_kick_f_cm_np1_fr_med_58.avi
90,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/The_Matrix_3_kick_f_cm_np1_le_med_2.avi
91,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Best_fight_scene_of_all_time_kick_f_cm_np1_fr_bad_14.avi
92,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/The_Matrix_2_kick_f_cm_np1_ri_med_5.avi
93,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/The_Matrix_5_kick_f_cm_np1_fr_bad_16.avi
94,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Bruce_Lee_Kick_kick_u_cm_np1_fr_med_0.avi
95,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/THE_PROTECTOR_kick_f_cm_np1_ri_med_54.avi
96,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/THE_PROTECTOR_kick_f_cm_np1_ri_med_40.avi
97,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/The_Matrix_Revolutions_6_kick_f_cm_np1_ba_med_7.avi
98,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/THE_PROTECTOR_kick_f_cm_np1_ba_med_69.avi
99,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Best_fight_scene_of_all_time_kick_f_cm_np1_ri_bad_2.avi
100,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Best_CHUCK_NORRIS_kick_to_the_nuts!_kick_f_cm_np1_ba_goo_0.avi
101,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Baddest_Fight_Scenes_EVER!_-_Kickboxer_-_Part_1_of_2_kick_u_cm_np1_ba_med_5.avi
102,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/The_Matrix_Revolutions_2_kick_f_cm_np1_ba_bad_2.avi
103,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/KUNG_FU_HUSTLE_kick_f_cm_np1_fr_med_15.avi
104,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Best_fight_scene_of_all_time_kick_f_cm_np1_ri_bad_3.avi
105,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/Veoh_Alpha_Dog_1_kick_f_nm_np1_ba_med_49.avi
106,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Best_fight_scene_of_all_time_kick_f_cm_np1_ri_bad_1.avi
107,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/THE_PROTECTOR_kick_f_cm_np1_fr_med_4.avi
108,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__bruce_lee_v_s_japanese_kick_u_cm_np1_ri_bad_9.avi
109,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/Two_Towers_3_kick_f_nm_np1_fr_bad_5.avi
110,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Baddest_Fight_Scenes_EVER!_-_Kickboxer_-_Part_1_of_2_kick_u_cm_np1_ba_med_6.avi
111,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__bruce_lee_v_s_japanese_kick_u_cm_np1_ri_bad_8.avi
112,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/CharlieAndTheChocolateFactory_kick_f_nm_np1_ri_med_19.avi
113,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Baddest_Fight_Scenes_EVER!_-_Kickboxer_-_Part_1_of_2_kick_f_cm_np1_ba_med_4.avi
114,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/The_Matrix_Revolutions_6_kick_u_nm_np1_fr_med_6.avi
115,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/Veoh_Alpha_Dog_1_kick_f_nm_np1_ba_med_48.avi
116,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Best_fight_scene_of_all_time_kick_f_cm_np1_ri_bad_4.avi
117,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/Best_fight_scene_in_history_of_movie_kick_f_cm_np2_ri_bad_0.avi
118,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Baddest_Fight_Scenes_EVER!_-_Kickboxer_-_Part_1_of_2_kick_u_cm_np1_ba_med_3.avi
119,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Best_CHUCK_NORRIS_kick_to_the_nuts!_kick_f_cm_np1_fr_med_1.avi
120,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Baddest_Fight_Scenes_EVER!_-_Kickboxer_-_Part_1_of_2_kick_f_nm_np1_ri_bad_2.avi
121,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/Pirates_6_kick_f_nm_np1_fr_bad_7.avi
122,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Best_fight_scene_of_all_time_kick_f_cm_np1_ba_bad_7.avi
123,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__bruce_lee_v_s_japanese_kick_f_cm_np1_le_bad_19.avi
124,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/The_Matrix_2_kick_f_cm_np1_le_med_6.avi
125,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__Baddest_Fight_Scenes_EVER!_-_Kickboxer_-_Part_1_of_2_kick_u_cm_np1_ba_med_1.avi
126,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/Best_fight_scene_in_history_of_movie_kick_f_cm_np2_ba_bad_2.avi
127,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/KUNG_FU_HUSTLE_kick_f_cm_np1_fr_bad_9.avi
128,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/jonhs_netfreemovies_holygrail_kick_f_nm_np1_fr_med_4.avi
129,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/kick__bruce_lee_v_s_japanese_kick_f_cm_np1_ri_bad_18.avi
130,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/kick/50_FIRST_DATES_kick_f_cm_np1_ba_med_19.avi
131,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/Veoh_Alpha_Dog_1_smoke_h_nm_np1_fr_goo_53.avi
132,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/Glory_smoke_h_nm_np1_fr_goo_41.avi
133,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/The_Matrix_4_smoke_h_nm_np1_fr_goo_1.avi
134,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/smoking_2_smoke_h_cm_np1_ba_med_5.avi
135,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/nice_smoking_girl_smoke_h_nm_np1_le_med_0.avi
136,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/Sara_beim_Rauchen_-_Volume_3_smoke_h_cm_np1_fr_bad_2.avi
137,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/Raucher_Antiraucher_Werbung_smoke_h_cm_np1_fr_goo_2.avi
138,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/OSSER_-_Qualboro_light_-_Marlboro_Verarschung_smoke_h_cm_np1_le_bad_0.avi
139,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/Veoh_Alpha_Dog_1_smoke_u_cm_np1_fr_med_8.avi
140,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/nice_smoking_girl_smoke_h_nm_np1_le_med_1.avi
141,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/smoking_2_smoke_h_cm_np1_ba_med_4.avi
142,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/Buckle-Up_smoke_h_cm_np1_ri_goo_0.avi
143,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/Glory_smoke_h_nm_np1_fr_goo_42.avi
144,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/Sara_beim_Rauchen_-_Volume_3_smoke_h_cm_np1_fr_bad_1.avi
145,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/Veoh_Alpha_Dog_1_smoke_u_nm_np1_ri_med_17.avi
146,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/nice_smoking_girl_smoke_h_nm_np1_le_med_2.avi
147,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/After_work_smoke_in_the_garage_smoke_h_nm_np1_fr_med_1.avi
148,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/Raucher_TRICK_xD_smoke_u_cm_np1_fr_med_2.avi
149,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/smoking_2_smoke_h_cm_np1_ri_med_3.avi
150,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/zigarette_rauchen_smoke_h_nm_np1_fr_med_1.avi
151,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/Veoh_Alpha_Dog_1_smoke_u_cm_np1_ri_goo_9.avi
152,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/zigarette_rauchen_smoke_h_nm_np1_fr_med_0.avi
153,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/Return_of_the_King_11_smoke_h_nm_np1_fr_med_2.avi
154,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/Rich_smoking_experience_smoke_h_nm_np1_fr_med_2.avi
155,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/Raucher_TRICK_xD_smoke_u_cm_np1_fr_med_3.avi
156,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/smoking_video_smoke_h_nm_np1_fr_goo_1.avi
157,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/smoking_again_smoke_h_cm_np1_ba_goo_3.avi
158,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/smoking_smoking_-_tricks!_smoke_h_nm_np1_fr_med_2.avi
159,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/After_work_smoke_in_the_garage_smoke_h_nm_np1_fr_med_2.avi
160,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/Raucher_TRICK_xD_smoke_u_cm_np1_fr_med_1.avi
161,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/Rich_smoking_experience_smoke_h_nm_np1_fr_med_0.avi
162,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/smoking_2_smoke_h_cm_np1_ri_med_0.avi
163,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/Return_of_the_King_11_smoke_h_nm_np1_fr_med_0.avi
164,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/zigarette_rauchen_smoke_h_nm_np1_fr_med_2.avi
165,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/Return_of_the_King_11_smoke_h_nm_np1_fr_med_1.avi
166,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/smoking_3_smoke_h_cm_np1_le_med_0.avi
167,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/smoking_2_smoke_h_cm_np1_ri_med_1.avi
168,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/Rich_smoking_experience_smoke_h_nm_np1_fr_med_1.avi
169,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/Laughing_Girl_smoke_u_nm_np1_ri_goo_0.avi
170,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/The_Fugitive_2_smoke_h_nm_np1_fr_med_23.avi
171,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/smoking_video_smoke_h_nm_np1_fr_goo_2.avi
172,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/A_Beautiful_Mind_1_smoke_h_nm_np1_fr_goo_8.avi
173,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/Veoh_Alpha_Dog_2_smoke_h_nm_np1_ri_goo_12.avi
174,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/raucher_smoke_u_nm_np1_fr_med_0.avi
175,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/Prelinger_LetYours1940_smoke_f_nm_np1_fr_med_6.avi
176,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/Raucher_TRICK_xD_smoke_h_cm_np1_fr_med_0.avi
177,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/Return_of_the_King_3_smoke_h_nm_np1_fr_med_3.avi
178,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/raucher_smoke_u_nm_np1_fr_med_1.avi
179,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/ricky_bobby_smoke_h_nm_np1_fr_med_0.avi
180,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/smoking_1_smoke_h_cm_np1_ri_goo_0.avi
181,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/raucher_smoke_u_nm_np1_fr_med_2.avi
182,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/you_like_a_nice_long_white_cig_smoke_u_nm_np1_ri_goo_1.avi
183,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/smoke/Rauchen_f_r_Anf_nger_smoke_h_nm_np1_fr_med_0.avi
